,Departure,Arrival,WeeksToDeparture,log_PAX,std_wtd,temperature_depart,temperature_arrival,wage_median_depart,beach_depart,passenger_per_year_depart,population_depart,score_depart,wage_median_arrival,beach_arrival,passenger_per_year_arrival,population_arrival,score_arrival,Open,prix,is_holiday,year,month,day,weekday,week,n_days,weekend,ete,beach_ete_dep,beach_ete_arr,precipitations_depart,precipitations_arrival,diff_temp,distance
255,ORD,LAS,9.78947368421,9.10630720364,6.96482389798,5.0,13.0,58419.66666666666,1,75120.345,2719141,1503175,55440.66666666666,0,46505.605,593275,1068475,12.85,3.945,0,2012,12,18,1,51,15692,1,0,0,0,1,1,-8.0,2430.1661221101435
256,LAX,IAH,11.916666666700001,10.8320449272,7.660835841939999,23.0,37.0,59541.33333333334,1,73928.40566666667,3851202,1335475,57644.0,1,44427.35133333333,2161593,1055675,5.09,3.8680000000000003,0,2011,9,11,6,36,15228,0,0,0,0,0,0,-14.0,2213.6827502873593
257,LAX,SEA,13.0769230769,11.347443888599999,8.43290259364,23.0,29.0,59541.33333333334,1,73928.40566666667,3851202,1335475,78112.66666666669,1,39551.456,635928,1038675,5.09,3.8680000000000003,0,2011,9,11,6,36,15228,0,0,0,0,0,0,-6.0,1535.9447523404124
258,DEN,ORD,8.5,10.624941228099999,5.33853912602,6.0,11.0,55482.66666666666,0,59852.55,635163,1103275,58419.66666666666,1,75120.345,2719141,1503175,15.1,3.911,0,2013,1,11,4,2,15716,0,0,0,0,1,1,-5.0,1425.1266950703268
259,ORD,DFW,7.6428571428600005,12.366063755399999,6.03333232145,1.0,14.0,58419.66666666666,1,75120.345,2719141,1503175,53078.66666666666,0,66233.791,1242115,1203175,13.28,4.159,0,2013,2,27,2,9,15763,0,0,0,0,1,0,-13.0,1289.8349798594422
260,IAH,LAX,11.090909090899999,10.848771279300001,9.49139505482,24.0,23.0,57644.0,1,44427.35133333333,2161593,1055675,59541.33333333334,1,73928.40566666667,3851202,1335475,9.35,3.85,0,2012,2,3,4,5,15373,0,0,0,0,1,0,1.0,2213.6827502873593
261,DFW,ORD,12.5714285714,12.5240272032,10.6187166295,36.0,16.0,53078.66666666666,0,66233.791,1242115,1203175,58419.66666666666,1,75120.345,2719141,1503175,10.83,4.135,0,2012,9,21,4,38,15604,0,0,0,0,0,1,20.0,1289.8349798594422
262,DEN,LAS,11.347826087,10.775181505399999,7.290147121919999,24.0,36.0,55482.66666666666,0,59852.55,635163,1103275,55440.66666666666,0,46505.605,593275,1068475,5.08,3.8680000000000003,0,2011,9,6,1,36,15223,1,0,0,0,1,0,-12.0,1008.7308944102843
263,DTW,LGA,9.63157894737,11.3131445172,6.593014201209999,10.0,8.0,44130.0,0,36522.355,700183,1079375,76578.33333333331,1,30187.395,8346693,1030575,4.41,3.987,0,2011,11,18,4,46,15296,0,0,0,0,0,0,2.0,804.629309947993
264,LAX,JFK,13.8214285714,13.174009625999998,10.7911265723,16.0,9.0,59541.33333333334,1,73928.40566666667,3851202,1335475,76578.33333333331,1,57445.57766666666,8346693,1052075,9.12,3.96,1,2012,2,20,0,8,15390,1,0,0,0,0,0,7.0,3971.701539264229
265,LAS,SFO,16.7586206897,10.8151672034,14.022062137999999,26.0,17.0,55440.66666666666,0,46505.605,593275,1068475,82083.0,1,49668.40966666667,828876,1112475,7.86,4.127,0,2012,4,16,0,16,15446,1,0,0,0,0,0,9.0,664.4740712604886
266,LAS,LAX,16.5161290323,11.788079623699998,11.357437996700002,17.0,25.0,55440.66666666666,0,46505.605,593275,1068475,59541.33333333334,1,73928.40566666667,3851202,1335475,7.8,3.8480000000000003,0,2012,1,27,4,4,15366,0,0,0,0,0,1,-8.0,379.7556938118438
267,LAS,JFK,10.857142857100001,11.2957553399,7.45174955487,17.0,14.0,55440.66666666666,0,46505.605,593275,1068475,76578.33333333331,1,57445.57766666666,8346693,1052075,7.8,3.8480000000000003,0,2012,1,27,4,4,15366,0,0,0,0,0,1,3.0,3607.016466628042
268,DEN,ATL,9.5,9.9272845564,7.67156706133,12.0,12.0,55482.66666666666,0,59852.55,635163,1103275,61467.66666666666,0,105911.923,449016,2002475,14.89,3.911,0,2013,1,8,1,2,15713,1,0,0,0,0,0,0.0,1925.4082125567688
269,DEN,LAS,11.0,10.9408206955,10.8519447972,12.0,18.0,55482.66666666666,0,59852.55,635163,1103275,55440.66666666666,0,46505.605,593275,1068475,14.89,3.911,0,2013,1,8,1,2,15713,1,0,0,0,0,0,-6.0,1008.7308944102843
270,MCO,EWR,12.481481481500001,10.9034665704,8.500544644860001,32.0,26.0,51069.33333333334,1,39794.08733333334,249935,1044075,70432.66666666669,1,40186.30133333334,277594,1064475,5.14,3.82,0,2011,9,2,4,35,15219,0,0,0,0,0,0,6.0,1509.933223961638
271,LGA,DFW,12.052631578900002,11.3643598845,11.0376813397,0.0,13.0,76578.33333333331,1,30187.395,8346693,1030575,53078.66666666666,0,66233.791,1242115,1203175,14.52,3.9019999999999997,1,2013,1,21,0,4,15726,1,0,0,0,0,0,-13.0,2229.9586529402495
272,LAX,LAS,11.5454545455,11.8765147079,8.889411961519999,28.0,22.0,59541.33333333334,1,73928.40566666667,3851202,1335475,55440.66666666666,0,46505.605,593275,1068475,6.95,4.093999999999999,0,2012,3,9,4,10,15408,0,0,0,0,0,0,6.0,379.7556938118438
273,LAX,BOS,11.565217391300001,11.4264624844,7.715545623530001,28.0,16.0,59541.33333333334,1,73928.40566666667,3851202,1335475,57755.0,1,33827.65333333333,642955,1035875,6.95,4.093999999999999,0,2012,3,9,4,10,15408,0,0,0,0,0,1,12.0,4190.396510798694
274,LAS,JFK,13.24,11.0234924357,9.39982269336,23.0,15.0,55440.66666666666,0,46505.605,593275,1068475,76578.33333333331,1,57445.57766666666,8346693,1052075,7.84,4.1419999999999995,0,2012,4,5,3,14,15435,0,0,0,0,0,0,8.0,3607.016466628042
275,ORD,PHL,11.4285714286,12.152542103800002,9.16826825835,16.0,10.0,58419.66666666666,1,75120.345,2719141,1503175,39645.333333333336,0,34276.636,1551824,1031075,9.15,4.085,0,2012,4,23,0,17,15453,1,0,0,0,0,1,6.0,1087.6403713677228
276,MSP,ORD,12.0,10.370536424900001,8.541216596739998,10.0,14.0,69940.0,0,37523.137,392768,1085275,58419.66666666666,1,75120.345,2719141,1503175,5.8,3.825,0,2011,10,30,6,43,15277,0,1,0,1,0,1,-4.0,536.658170112283
277,ORD,LAX,13.0714285714,12.3412961171,9.00176349566,24.0,25.0,58419.66666666666,1,75120.345,2719141,1503175,59541.33333333334,1,73928.40566666667,3851202,1335475,10.26,3.965,0,2012,8,16,3,33,15568,0,0,0,0,1,0,-1.0,2800.356708816837
278,ORD,DFW,13.217391304300001,12.747453536300002,12.2658302974,24.0,33.0,58419.66666666666,1,75120.345,2719141,1503175,53078.66666666666,0,66233.791,1242115,1203175,10.26,3.965,0,2012,8,16,3,33,15568,0,0,0,0,1,0,-9.0,1289.8349798594422
279,ORD,SFO,9.666666666669999,11.6917125769,7.07938182745,1.0,11.0,58419.66666666666,1,75120.345,2719141,1503175,82083.0,1,49668.40966666667,828876,1112475,15.07,4.022,0,2013,2,8,4,6,15744,0,0,0,0,1,1,-10.0,2962.1022796065768
280,ORD,PHL,8.13333333333,11.4905022784,6.822930525249999,1.0,4.0,58419.66666666666,1,75120.345,2719141,1503175,39645.333333333336,0,34276.636,1551824,1031075,15.07,4.022,0,2013,2,8,4,6,15744,0,0,0,0,1,1,-3.0,1087.6403713677228
281,ORD,DTW,7.5625,11.529438468299999,6.34527383176,2.0,1.0,58419.66666666666,1,75120.345,2719141,1503175,44130.0,0,36522.355,700183,1079375,8.84,3.8560000000000003,0,2012,2,10,4,6,15380,0,0,0,0,1,1,1.0,376.1523186864933
282,BOS,PHL,9.53846153846,9.90900033391,12.407090611300001,1.0,4.0,57755.0,1,33827.65333333333,642955,1035875,39645.333333333336,0,34276.636,1551824,1031075,15.07,4.022,0,2013,2,8,4,6,15744,0,0,0,0,1,1,-3.0,449.8593565253816
283,SFO,JFK,13.962962962999999,12.773342563699998,10.8503154207,16.0,36.0,82083.0,1,49668.40966666667,828876,1112475,76578.33333333331,1,57445.57766666666,8346693,1052075,13.2,3.7289999999999996,0,2012,6,21,3,25,15512,0,1,1,1,0,0,-20.0,4149.17959706262
284,SFO,DFW,10.25,11.4345887532,7.239329715989999,16.0,34.0,82083.0,1,49668.40966666667,828876,1112475,53078.66666666666,0,66233.791,1242115,1203175,13.2,3.7289999999999996,0,2012,6,21,3,25,15512,0,1,1,0,0,0,-18.0,2350.4643784146856
285,ORD,EWR,12.0555555556,11.6917125769,11.143303038800001,4.0,7.0,58419.66666666666,1,75120.345,2719141,1503175,70432.66666666669,1,40186.30133333334,277594,1064475,13.1,3.945,0,2012,12,17,0,51,15691,1,0,0,0,0,1,-3.0,1153.7288152699984
286,SFO,ATL,6.06666666667,10.710561708,4.366539438349999,19.0,16.0,82083.0,1,49668.40966666667,828876,1112475,61467.66666666666,0,105911.923,449016,2002475,9.15,4.085,0,2012,4,23,0,17,15453,1,0,0,0,0,0,3.0,3432.561565289114
287,ATL,MCO,11.166666666700001,12.067884192100001,7.7440954599500005,14.0,24.0,61467.66666666666,0,105911.923,449016,2002475,51069.33333333334,1,39794.08733333334,249935,1044075,7.39,4.093999999999999,0,2012,3,5,0,10,15404,1,0,0,0,0,0,-10.0,650.3277831217129
288,ATL,MIA,10.7619047619,10.7924233148,7.341013294530001,14.0,24.0,61467.66666666666,0,105911.923,449016,2002475,52492.33333333334,1,44521.62966666668,411149,1073075,7.39,4.093999999999999,0,2012,3,5,0,10,15404,1,0,0,0,0,0,-10.0,958.4624164533617
289,SEA,ORD,15.2608695652,9.417859021349999,12.6355105351,7.0,1.0,78112.66666666669,1,39551.456,635928,1038675,58419.66666666666,1,75120.345,2719141,1503175,13.25,3.945,0,2012,12,23,6,51,15697,0,0,0,0,1,0,6.0,2760.0176726156906
290,ORD,EWR,10.125,11.578869873399999,10.8804105315,17.0,15.0,58419.66666666666,1,75120.345,2719141,1503175,70432.66666666669,1,40186.30133333334,277594,1064475,7.59,4.1419999999999995,0,2012,4,2,0,14,15432,1,0,0,0,0,1,2.0,1153.7288152699984
291,DEN,ATL,10.1052631579,10.5997384695,7.578439716589999,24.0,18.0,55482.66666666666,0,59852.55,635163,1103275,61467.66666666666,0,105911.923,449016,2002475,7.84,4.1419999999999995,0,2012,4,6,4,14,15436,0,0,0,0,0,0,6.0,1925.4082125567688
292,DEN,MSP,10.3333333333,9.97222590586,6.74042530804,24.0,16.0,55482.66666666666,0,59852.55,635163,1103275,69940.0,0,37523.137,392768,1085275,7.84,4.1419999999999995,0,2012,4,6,4,14,15436,0,0,0,0,0,0,8.0,1091.6666384843295
293,SFO,ATL,8.066666666669999,9.511127243230002,6.49688570082,15.0,6.0,82083.0,1,49668.40966666667,828876,1112475,61467.66666666666,0,105911.923,449016,2002475,13.37,4.159,0,2013,3,3,6,9,15767,0,0,0,0,0,1,9.0,3432.561565289114
294,SFO,DEN,13.166666666700001,10.058984607100001,9.60826938526,15.0,15.0,82083.0,1,49668.40966666667,828876,1112475,55482.66666666666,0,59852.55,635163,1103275,13.37,4.159,0,2013,3,3,6,9,15767,0,0,0,0,0,0,0.0,1551.7999287765956
295,ATL,EWR,9.944444444439998,11.4905022784,8.206684665720001,10.0,11.0,61467.66666666666,0,105911.923,449016,2002475,70432.66666666669,1,40186.30133333334,277594,1064475,13.49,4.159,0,2013,2,28,3,9,15764,0,0,0,0,0,0,-1.0,1198.5633692411043
296,LAX,BOS,12.96,11.033573410299999,9.78723658649,28.0,13.0,59541.33333333334,1,73928.40566666667,3851202,1335475,57755.0,1,33827.65333333333,642955,1035875,12.23,4.1160000000000005,0,2012,10,28,6,43,15641,0,1,1,1,0,1,15.0,4190.396510798694
297,BOS,ATL,11.4285714286,11.2957553399,10.6891132868,4.0,11.0,57755.0,1,33827.65333333333,642955,1035875,61467.66666666666,0,105911.923,449016,2002475,12.89,3.991,0,2012,12,12,2,50,15686,0,0,0,0,0,0,-7.0,1520.5984659593278
298,MCO,EWR,12.2,10.3122511889,7.75671751881,33.0,23.0,51069.33333333334,1,39794.08733333334,249935,1044075,70432.66666666669,1,40186.30133333334,277594,1064475,11.49,3.781,0,2012,6,12,1,24,15503,1,1,1,1,1,1,10.0,1509.933223961638
299,LAS,JFK,16.5625,10.4546849427,10.992482768699999,18.0,12.0,55440.66666666666,0,46505.605,593275,1068475,76578.33333333331,1,57445.57766666666,8346693,1052075,5.44,3.783,0,2012,1,6,4,1,15345,0,0,0,0,0,0,6.0,3607.016466628042
300,SFO,JFK,13.9230769231,12.659166322799999,10.2134150094,16.0,16.0,82083.0,1,49668.40966666667,828876,1112475,76578.33333333331,1,57445.57766666666,8346693,1052075,12.94,4.01,1,2012,11,11,6,45,15655,0,0,0,0,0,0,0.0,4149.17959706262
301,DFW,ATL,8.666666666669999,12.1907713495,7.29221986697,15.0,12.0,53078.66666666666,0,66233.791,1242115,1203175,61467.66666666666,0,105911.923,449016,2002475,14.3,4.104,0,2013,2,13,2,7,15749,0,0,0,0,0,1,3.0,1173.794399762142
302,BOS,PHL,7.23076923077,11.442679767000001,6.05741757619,13.0,14.0,57755.0,1,33827.65333333333,642955,1035875,39645.333333333336,0,34276.636,1551824,1031075,12.86,3.991,0,2012,12,11,1,50,15685,1,0,0,0,1,1,-1.0,449.8593565253816
303,DEN,MSP,8.94117647059,8.64365719551,6.44661333798,4.0,-3.0,55482.66666666666,0,59852.55,635163,1103275,69940.0,0,37523.137,392768,1085275,5.37,3.931,0,2011,12,10,5,49,15318,0,0,0,0,0,0,7.0,1091.6666384843295
304,MCO,ATL,12.0,11.3977384176,7.91256568075,21.0,4.0,51069.33333333334,1,39794.08733333334,249935,1044075,61467.66666666666,0,105911.923,449016,2002475,4.36,3.964,0,2011,11,29,1,48,15307,1,0,0,0,0,1,17.0,650.3277831217129
305,SFO,LAS,12.6785714286,11.502268725999999,8.38894144838,23.0,33.0,82083.0,1,49668.40966666667,828876,1112475,55440.66666666666,0,46505.605,593275,1068475,6.26,3.786,0,2011,9,26,0,39,15243,1,0,0,0,0,0,-10.0,664.4740712604886
306,DEN,DFW,9.2,11.389449622799999,6.622131951189999,29.0,34.0,55482.66666666666,0,59852.55,635163,1103275,53078.66666666666,0,66233.791,1242115,1203175,13.55,3.6830000000000003,0,2012,7,10,1,28,15531,1,0,0,0,0,1,-5.0,1031.450008384916
307,DEN,LAX,13.9285714286,11.2826062201,10.7906975418,29.0,23.0,55482.66666666666,0,59852.55,635163,1103275,59541.33333333334,1,73928.40566666667,3851202,1335475,13.55,3.6830000000000003,0,2012,7,10,1,28,15531,1,0,0,0,0,1,6.0,1384.2695475637477
308,DEN,MSP,10.25,10.6436222767,7.180932354069999,29.0,31.0,55482.66666666666,0,59852.55,635163,1103275,69940.0,0,37523.137,392768,1085275,13.55,3.6830000000000003,0,2012,7,10,1,28,15531,1,0,0,0,0,0,-2.0,1091.6666384843295
309,DEN,PHX,12.1818181818,10.5806103453,9.40939937173,6.0,23.0,55482.66666666666,0,59852.55,635163,1103275,57474.66666666666,0,45664.73333333333,1499274,1060875,4.41,3.987,0,2011,11,20,6,46,15298,0,0,0,0,0,0,-17.0,967.929665000306
310,LGA,CLT,7.5,11.567578360999999,4.7609522857,33.0,35.0,76578.33333333331,1,30187.395,8346693,1030575,60171.33333333334,0,47719.872,773264,1028075,12.05,3.783,0,2012,7,24,1,30,15545,1,0,0,0,1,1,-2.0,874.3785268557217
311,LGA,ATL,10.826086956500001,12.5464970624,8.0433607512,33.0,36.0,76578.33333333331,1,30187.395,8346693,1030575,61467.66666666666,0,105911.923,449016,2002475,12.05,3.783,0,2012,7,24,1,30,15545,1,0,0,0,1,0,-3.0,1224.09852533067
312,ATL,MSP,11.2380952381,10.2444264143,10.473322118099999,12.0,7.0,61467.66666666666,0,105911.923,449016,2002475,69940.0,0,37523.137,392768,1085275,9.12,3.943,0,2012,2,19,6,7,15389,0,0,0,0,1,0,5.0,1458.8016504046498
313,ATL,MIA,11.565217391300001,10.5997384695,9.04949062834,12.0,31.0,61467.66666666666,0,105911.923,449016,2002475,52492.33333333334,1,44521.62966666668,411149,1073075,9.12,3.943,0,2012,2,19,6,7,15389,0,0,0,0,1,0,-19.0,958.4624164533617
314,LAX,IAH,8.11764705882,10.5997384695,5.24264190248,20.0,23.0,59541.33333333334,1,73928.40566666667,3851202,1335475,57644.0,1,44427.35133333333,2161593,1055675,7.66,4.1419999999999995,0,2012,3,21,2,12,15420,0,0,0,0,0,1,-3.0,2213.6827502873593
315,LAX,BOS,10.4285714286,11.058539991400002,6.932325934139999,20.0,26.0,59541.33333333334,1,73928.40566666667,3851202,1335475,57755.0,1,33827.65333333333,642955,1035875,7.66,4.1419999999999995,0,2012,3,21,2,12,15420,0,0,0,0,0,0,-6.0,4190.396510798694
316,LAS,SFO,12.1304347826,10.4409212216,9.07195652861,14.0,13.0,55440.66666666666,0,46505.605,593275,1068475,82083.0,1,49668.40966666667,828876,1112475,14.98,3.927,0,2013,1,29,1,5,15734,1,0,0,0,0,0,1.0,664.4740712604886
317,LAX,DFW,14.5714285714,11.7847223308,11.6250960057,13.0,30.0,59541.33333333334,1,73928.40566666667,3851202,1335475,53078.66666666666,0,66233.791,1242115,1203175,7.4,4.1419999999999995,0,2012,3,25,6,12,15424,0,0,0,0,1,0,-17.0,1981.929340139748
318,LAX,BOS,11.875,11.063493449200001,9.37764455454,13.0,9.0,59541.33333333334,1,73928.40566666667,3851202,1335475,57755.0,1,33827.65333333333,642955,1035875,7.4,4.1419999999999995,0,2012,3,25,6,12,15424,0,0,0,0,1,1,4.0,4190.396510798694
319,MIA,LGA,12.173913043499999,10.8095071816,8.42427322958,28.0,17.0,52492.33333333334,1,44521.62966666668,411149,1073075,76578.33333333331,1,30187.395,8346693,1030575,5.5,3.887,0,2011,11,7,0,45,15285,1,0,0,0,0,0,11.0,1767.267073831831
320,MCO,PHL,16.15625,10.6682427762,10.442189163,28.0,18.0,51069.33333333334,1,39794.08733333334,249935,1044075,39645.333333333336,0,34276.636,1551824,1031075,4.41,3.987,0,2011,11,20,6,46,15298,0,0,0,0,0,1,10.0,1387.6836928377058
321,ORD,MSP,11.1052631579,9.945391259360001,8.64031080229,23.0,26.0,58419.66666666666,1,75120.345,2719141,1503175,69940.0,0,37523.137,392768,1085275,11.39,4.127,0,2012,9,8,5,36,15591,0,0,0,0,1,0,-3.0,536.658170112283
322,ORD,SEA,15.0,10.1819946179,10.2234298804,23.0,25.0,58419.66666666666,1,75120.345,2719141,1503175,78112.66666666669,1,39551.456,635928,1038675,11.39,4.127,0,2012,9,8,5,36,15591,0,0,0,0,1,0,-2.0,2760.0176726156906
323,ATL,CLT,8.25,10.8095071816,6.9330128130999995,15.0,16.0,61467.66666666666,0,105911.923,449016,2002475,60171.33333333334,0,47719.872,773264,1028075,5.1,3.887,0,2011,11,10,3,45,15288,0,0,0,0,1,1,-1.0,364.3381888793975
324,ORD,PHX,9.80952380952,10.88722575,7.553933065750001,23.0,41.0,58419.66666666666,1,75120.345,2719141,1503175,57474.66666666666,0,45664.73333333333,1499274,1060875,11.22,4.004,0,2012,5,17,3,20,15477,0,1,1,0,0,0,-18.0,2311.9734166353205
325,JFK,LAS,11.5217391304,10.221258715700001,7.5249256427499995,7.0,19.0,76578.33333333331,1,57445.57766666666,8346693,1052075,55440.66666666666,0,46505.605,593275,1068475,14.94,4.104,0,2013,2,14,3,7,15750,0,0,0,0,1,0,-12.0,3607.016466628042
326,JFK,MCO,10.0,10.4819113497,7.700267375039999,7.0,19.0,76578.33333333331,1,57445.57766666666,8346693,1052075,51069.33333333334,1,39794.08733333334,249935,1044075,14.94,4.104,0,2013,2,14,3,7,15750,0,0,0,0,1,1,-12.0,1520.4334212880337
327,JFK,SFO,10.958333333299999,12.564280040999998,7.948087911519999,7.0,20.0,76578.33333333331,1,57445.57766666666,8346693,1052075,82083.0,1,49668.40966666667,828876,1112475,14.94,4.104,0,2013,2,14,3,7,15750,0,0,0,0,1,0,-13.0,4149.17959706262
328,SFO,LAX,14.142857142899999,12.9415403693,9.28046249532,17.0,17.0,82083.0,1,49668.40966666667,828876,1112475,59541.33333333334,1,73928.40566666667,3851202,1335475,4.75,3.987,0,2011,11,16,2,46,15294,0,0,0,0,0,1,0.0,542.8482519953238
329,SFO,BOS,10.4210526316,10.88722575,8.48734868609,17.0,19.0,82083.0,1,49668.40966666667,828876,1112475,57755.0,1,33827.65333333333,642955,1035875,7.22,4.1419999999999995,0,2012,3,20,1,12,15419,1,0,0,0,0,0,-2.0,4338.516005645934
330,DFW,ATL,15.037037037000001,11.936324963299999,12.798682268399999,30.0,27.0,53078.66666666666,0,66233.791,1242115,1203175,61467.66666666666,0,105911.923,449016,2002475,13.01,3.897,0,2012,6,1,4,22,15492,0,1,0,0,0,1,3.0,1173.794399762142
331,DFW,LAX,13.04,11.8701058501,9.167333309089999,30.0,22.0,53078.66666666666,0,66233.791,1242115,1203175,59541.33333333334,1,73928.40566666667,3851202,1335475,13.01,3.897,0,2012,6,1,4,22,15492,0,1,0,1,0,1,8.0,1981.929340139748
332,SEA,ORD,10.380952381,10.786693738,6.8518332618099995,13.0,11.0,78112.66666666669,1,39551.456,635928,1038675,58419.66666666666,1,75120.345,2719141,1503175,5.44,3.887,0,2011,11,8,1,45,15286,1,0,0,0,0,1,2.0,2760.0176726156906
333,SEA,LAX,8.352941176469999,11.078275368699998,5.798072702100001,13.0,20.0,78112.66666666669,1,39551.456,635928,1038675,59541.33333333334,1,73928.40566666667,3851202,1335475,5.44,3.887,0,2011,11,8,1,45,15286,1,0,0,0,0,0,-7.0,1535.9447523404124
334,SEA,ORD,8.0625,11.0831767533,5.85910971622,10.0,28.0,78112.66666666669,1,39551.456,635928,1038675,58419.66666666666,1,75120.345,2719141,1503175,7.58,4.1419999999999995,0,2012,3,22,3,12,15421,0,0,0,0,1,1,-18.0,2760.0176726156906
335,DFW,ORD,12.956521739100001,12.7150887196,9.46033951375,29.0,19.0,53078.66666666666,0,66233.791,1242115,1203175,58419.66666666666,1,75120.345,2719141,1503175,10.35,4.079,0,2012,10,1,0,40,15614,1,1,0,1,0,0,10.0,1289.8349798594422
336,DEN,SEA,8.29411764706,10.1660545572,5.65425399459,-6.0,8.0,55482.66666666666,0,59852.55,635163,1103275,78112.66666666669,1,39551.456,635928,1038675,8.84,3.8560000000000003,0,2012,2,12,6,6,15382,0,0,0,0,1,1,-14.0,1644.0329849284549
337,DFW,BOS,11.28,10.9088488996,7.68938662487,36.0,32.0,53078.66666666666,0,66233.791,1242115,1203175,57755.0,1,33827.65333333333,642955,1035875,13.51,3.678,0,2012,6,29,4,26,15520,0,1,0,1,0,1,4.0,2507.6934737710767
338,PHL,DFW,10.3529411765,9.20267425052,7.288185443500001,9.0,9.0,39645.333333333336,0,34276.636,1551824,1031075,53078.66666666666,0,66233.791,1242115,1203175,5.7,3.7910000000000004,1,2011,12,26,0,52,15334,1,0,0,0,0,1,0.0,2091.5626556148663
339,ATL,DFW,12.2,11.3088123996,9.07377172588,23.0,11.0,61467.66666666666,0,105911.923,449016,2002475,53078.66666666666,0,66233.791,1242115,1203175,3.99,4.01,0,2011,11,27,6,47,15305,0,0,0,0,1,0,12.0,1173.794399762142
340,MCO,EWR,14.2727272727,9.963323856699999,13.281500984400001,33.0,28.0,51069.33333333334,1,39794.08733333334,249935,1044075,70432.66666666669,1,40186.30133333334,277594,1064475,12.76,3.897,0,2012,5,31,3,22,15491,0,1,1,1,1,0,5.0,1509.933223961638
341,ATL,DTW,9.36842105263,9.9272845564,8.584291379,18.0,16.0,61467.66666666666,0,105911.923,449016,2002475,44130.0,0,36522.355,700183,1079375,4.91,3.887,0,2011,11,12,5,45,15290,0,0,0,0,0,0,2.0,957.5959918671941
342,ATL,ORD,8.588235294119999,10.91421574,6.23557158095,15.0,4.0,61467.66666666666,0,105911.923,449016,2002475,58419.66666666666,1,75120.345,2719141,1503175,5.98,3.8280000000000003,0,2011,12,20,1,51,15328,1,0,0,0,1,1,11.0,975.7148466955739
343,SFO,DEN,7.8125,10.8653489507,5.28165062583,18.0,2.0,82083.0,1,49668.40966666667,828876,1112475,55482.66666666666,0,59852.55,635163,1103275,7.49,4.1419999999999995,0,2012,4,3,1,14,15433,1,0,0,0,1,1,16.0,1551.7999287765956
344,MSP,ATL,11.6,10.197799591799999,10.5101454745,-6.0,12.0,69940.0,0,37523.137,392768,1085275,61467.66666666666,0,105911.923,449016,2002475,5.96,3.8280000000000003,0,2012,1,14,5,2,15353,0,0,0,0,1,0,-18.0,1458.8016504046498
345,LGA,MIA,10.1363636364,10.826435973399999,7.09993597922,30.0,34.0,76578.33333333331,1,30187.395,8346693,1030575,52492.33333333334,1,44521.62966666668,411149,1073075,5.7,3.862,0,2011,9,14,2,37,15231,0,0,0,0,0,0,-4.0,1767.267073831831
346,ATL,BOS,8.9375,11.169267842,7.316362939789999,18.0,7.0,61467.66666666666,0,105911.923,449016,2002475,57755.0,1,33827.65333333333,642955,1035875,12.66,4.027,0,2012,12,7,4,49,15681,0,0,0,0,0,1,11.0,1520.5984659593278
347,ATL,MIA,15.448275862100001,10.8320449272,12.1290271866,18.0,27.0,61467.66666666666,0,105911.923,449016,2002475,52492.33333333334,1,44521.62966666668,411149,1073075,12.66,4.027,0,2012,12,7,4,49,15681,0,0,0,0,0,1,-9.0,958.4624164533617
348,ATL,SFO,10.1578947368,10.406060846699999,8.24798398192,18.0,16.0,61467.66666666666,0,105911.923,449016,2002475,82083.0,1,49668.40966666667,828876,1112475,12.66,4.027,0,2012,12,7,4,49,15681,0,0,0,0,0,0,2.0,3432.561565289114
349,DEN,DFW,11.0,11.5600125261,8.130514323089999,35.0,35.0,55482.66666666666,0,59852.55,635163,1103275,53078.66666666666,0,66233.791,1242115,1203175,10.08,3.965,0,2012,8,15,2,33,15567,0,0,0,0,0,1,0.0,1031.450008384916
350,SEA,SFO,14.645161290299999,11.6343241795,10.0715718306,26.0,19.0,78112.66666666669,1,39551.456,635928,1038675,82083.0,1,49668.40966666667,828876,1112475,14.4,3.695,0,2012,7,16,0,29,15537,1,0,0,0,0,1,7.0,1092.3732883447422
351,LAX,SEA,14.9230769231,11.0929410466,11.5166768711,17.0,8.0,59541.33333333334,1,73928.40566666667,3851202,1335475,78112.66666666669,1,39551.456,635928,1038675,8.97,3.85,0,2012,2,2,3,5,15372,0,0,0,0,1,0,9.0,1535.9447523404124
352,LAX,LAS,13.8148148148,11.6343241795,9.306891727010001,17.0,15.0,59541.33333333334,1,73928.40566666667,3851202,1335475,55440.66666666666,0,46505.605,593275,1068475,8.97,3.85,0,2012,2,2,3,5,15372,0,0,0,0,1,0,2.0,379.7556938118438
353,BOS,SFO,10.1363636364,11.9145121327,7.6176202667299995,18.0,22.0,57755.0,1,33827.65333333333,642955,1035875,82083.0,1,49668.40966666667,828876,1112475,12.03,3.7289999999999996,0,2012,6,18,0,25,15509,1,1,1,1,0,0,-4.0,4338.516005645934
354,ATL,PHL,6.5,11.619696843699998,4.1833001326699994,13.0,3.0,61467.66666666666,0,105911.923,449016,2002475,39645.333333333336,0,34276.636,1551824,1031075,6.06,3.8539999999999996,0,2012,1,19,3,3,15358,0,0,0,0,0,0,10.0,1070.9201589149773
355,PHL,BOS,7.13333333333,11.256026543299999,4.688384837119999,11.0,7.0,39645.333333333336,0,34276.636,1551824,1031075,57755.0,1,33827.65333333333,642955,1035875,12.97,3.945,0,2012,12,19,2,51,15693,0,0,0,0,0,1,4.0,449.8593565253816
