,Date,AirPort,Max TemperatureC,Min TemperatureC,city,population,latitude_deg,longitude_deg,local_code,scheduled_service,score,Dernier,is_holiday
1615,2011-11-20,MSP,-3,-9,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,,0
1616,2011-11-20,DTW,16,4,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,,0
1617,2011-11-20,PHL,18,9,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,,0
1618,2011-11-20,BOS,19,9,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,,0
1619,2011-11-20,LGA,18,9,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,,0
1620,2011-11-21,ATL,25,16,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.964,0
1621,2011-11-21,ORD,8,5,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.964,0
1622,2011-11-21,LAX,14,7,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.964,0
1623,2011-11-21,DFW,13,8,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.964,0
1624,2011-11-21,DEN,12,-6,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.964,0
1625,2011-11-21,JFK,13,8,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.964,0
1626,2011-11-21,SFO,14,9,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.964,0
1627,2011-11-21,CLT,24,15,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.964,0
1628,2011-11-21,LAS,17,9,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.964,0
1629,2011-11-21,PHX,21,13,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.964,0
1630,2011-11-21,IAH,27,23,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.964,0
1631,2011-11-21,MIA,29,23,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.964,0
1632,2011-11-21,MCO,28,17,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.964,0
1633,2011-11-21,EWR,14,8,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.964,0
1634,2011-11-21,SEA,10,1,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.964,0
1635,2011-11-21,MSP,2,-7,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.964,0
1636,2011-11-21,DTW,9,2,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.964,0
1637,2011-11-21,PHL,13,9,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.964,0
1638,2011-11-21,BOS,15,2,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.964,0
1639,2011-11-21,LGA,15,8,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.964,0
1640,2011-11-22,ATL,25,14,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,3.005,0
1641,2011-11-22,ORD,6,4,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,3.005,0
1642,2011-11-22,LAX,18,7,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,3.005,0
1643,2011-11-22,DFW,17,7,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,3.005,0
1644,2011-11-22,DEN,14,-3,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,3.005,0
1645,2011-11-22,JFK,11,8,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,3.005,0
1646,2011-11-22,SFO,16,8,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,3.005,0
1647,2011-11-22,CLT,24,11,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,3.005,0
1648,2011-11-22,LAS,17,6,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,3.005,0
1649,2011-11-22,PHX,23,10,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,3.005,0
1650,2011-11-22,IAH,24,14,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,3.005,0
1651,2011-11-22,MIA,28,22,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,3.005,0
1652,2011-11-22,MCO,28,19,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,3.005,0
1653,2011-11-22,EWR,11,6,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,3.005,0
1654,2011-11-22,SEA,11,5,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,3.005,0
1655,2011-11-22,MSP,3,1,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,3.005,0
1656,2011-11-22,DTW,6,1,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,3.005,0
1657,2011-11-22,PHL,12,8,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,3.005,0
1658,2011-11-22,BOS,8,1,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,3.005,0
1659,2011-11-22,LGA,11,7,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,3.005,0
1660,2011-11-23,ATL,17,8,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.936,0
1661,2011-11-23,ORD,10,1,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.936,0
1662,2011-11-23,LAX,18,9,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.936,0
1663,2011-11-23,DFW,20,6,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.936,0
1664,2011-11-23,DEN,19,-2,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.936,0
1665,2011-11-23,JFK,15,4,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.936,0
1666,2011-11-23,SFO,16,9,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.936,0
1667,2011-11-23,CLT,21,6,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.936,0
1668,2011-11-23,LAS,18,7,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.936,0
1669,2011-11-23,PHX,28,11,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.936,0
1670,2011-11-23,IAH,23,11,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.936,0
1671,2011-11-23,MIA,29,21,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.936,0
1672,2011-11-23,MCO,26,16,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.936,0
1673,2011-11-23,EWR,11,4,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.936,0
1674,2011-11-23,SEA,12,4,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.936,0
1675,2011-11-23,MSP,11,2,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.936,0
1676,2011-11-23,DTW,12,3,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.936,0
1677,2011-11-23,PHL,17,6,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.936,0
1678,2011-11-23,BOS,9,1,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.936,0
1679,2011-11-23,LGA,13,5,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.936,0
1680,2011-11-24,ATL,19,3,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,,1
1681,2011-11-24,ORD,8,4,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,,1
1682,2011-11-24,LAX,17,11,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,,1
1683,2011-11-24,DFW,14,6,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,,1
1684,2011-11-24,DEN,21,3,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,,1
1685,2011-11-24,JFK,12,3,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,,1
1686,2011-11-24,SFO,13,9,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,,1
1687,2011-11-24,CLT,19,-1,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,,1
1688,2011-11-24,LAS,19,7,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,,1
1689,2011-11-24,PHX,20,11,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,,1
1690,2011-11-24,IAH,17,8,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,,1
1691,2011-11-24,MIA,27,21,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,,1
1692,2011-11-24,MCO,25,14,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,,1
1693,2011-11-24,EWR,14,3,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,,1
1694,2011-11-24,SEA,7,3,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,,1
1695,2011-11-24,MSP,15,2,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,,1
1696,2011-11-24,DTW,7,1,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,,1
1697,2011-11-24,PHL,14,2,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,,1
1698,2011-11-24,BOS,8,-1,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,,1
1699,2011-11-24,LGA,13,4,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,,1
1700,2011-11-25,ATL,20,4,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.914,0
1701,2011-11-25,ORD,14,6,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.914,0
1702,2011-11-25,LAX,18,10,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.914,0
1703,2011-11-25,DFW,22,11,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.914,0
1704,2011-11-25,DEN,13,-1,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.914,0
1705,2011-11-25,JFK,17,5,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.914,0
1706,2011-11-25,SFO,14,9,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.914,0
1707,2011-11-25,CLT,19,-2,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.914,0
1708,2011-11-25,LAS,22,7,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.914,0
1709,2011-11-25,PHX,22,13,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.914,0
1710,2011-11-25,IAH,24,9,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.914,0
1711,2011-11-25,MIA,26,21,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.914,0
1712,2011-11-25,MCO,26,14,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.914,0
1713,2011-11-25,EWR,17,3,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.914,0
1714,2011-11-25,SEA,9,2,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.914,0
1715,2011-11-25,MSP,12,7,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.914,0
1716,2011-11-25,DTW,16,5,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.914,0
1717,2011-11-25,PHL,18,4,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.914,0
1718,2011-11-25,BOS,16,2,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.914,0
1719,2011-11-25,LGA,17,8,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.914,0
1720,2011-11-26,ATL,21,10,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,,0
1721,2011-11-26,ORD,13,7,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,,0
1722,2011-11-26,LAX,23,10,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,,0
1723,2011-11-26,DFW,19,9,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,,0
1724,2011-11-26,DEN,5,-10,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,,0
1725,2011-11-26,JFK,18,6,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,,0
1726,2011-11-26,SFO,15,9,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,,0
1727,2011-11-26,CLT,21,4,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,,0
1728,2011-11-26,LAS,19,8,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,,0
1729,2011-11-26,PHX,26,9,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,,0
1730,2011-11-26,IAH,21,12,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,,0
1731,2011-11-26,MIA,28,22,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,,0
1732,2011-11-26,MCO,27,16,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,,0
1733,2011-11-26,EWR,20,4,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,,0
1734,2011-11-26,SEA,11,5,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,,0
1735,2011-11-26,MSP,10,3,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,,0
1736,2011-11-26,DTW,18,8,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,,0
1737,2011-11-26,PHL,18,4,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,,0
1738,2011-11-26,BOS,17,7,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,,0
1739,2011-11-26,LGA,19,9,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,,0
1740,2011-11-27,ATL,23,15,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,,0
1741,2011-11-27,ORD,8,2,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,,0
1742,2011-11-27,LAX,27,8,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,,0
1743,2011-11-27,DFW,11,3,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,,0
1744,2011-11-27,DEN,17,-9,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,,0
1745,2011-11-27,JFK,16,3,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,,0
1746,2011-11-27,SFO,14,8,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,,0
1747,2011-11-27,CLT,21,11,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,,0
1748,2011-11-27,LAS,19,6,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,,0
1749,2011-11-27,PHX,24,11,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,,0
1750,2011-11-27,IAH,12,4,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,,0
1751,2011-11-27,MIA,27,22,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,,0
1752,2011-11-27,MCO,27,16,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,,0
1753,2011-11-27,EWR,18,4,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,,0
1754,2011-11-27,SEA,13,7,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,,0
1755,2011-11-27,MSP,3,-1,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,,0
1756,2011-11-27,DTW,15,4,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,,0
1757,2011-11-27,PHL,19,5,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,,0
1758,2011-11-27,BOS,13,3,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,,0
1759,2011-11-27,LGA,17,6,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,,0
1760,2011-11-28,ATL,18,4,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.939,0
1761,2011-11-28,ORD,5,1,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.939,0
1762,2011-11-28,LAX,25,10,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.939,0
1763,2011-11-28,DFW,14,-1,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.939,0
1764,2011-11-28,DEN,19,-1,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.939,0
1765,2011-11-28,JFK,18,11,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.939,0
1766,2011-11-28,SFO,14,8,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.939,0
1767,2011-11-28,CLT,23,9,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.939,0
1768,2011-11-28,LAS,19,7,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.939,0
1769,2011-11-28,PHX,24,9,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.939,0
1770,2011-11-28,IAH,14,2,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.939,0
1771,2011-11-28,MIA,27,21,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.939,0
1772,2011-11-28,MCO,28,16,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.939,0
1773,2011-11-28,EWR,22,12,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.939,0
1774,2011-11-28,SEA,9,3,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.939,0
1775,2011-11-28,MSP,4,-4,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.939,0
1776,2011-11-28,DTW,6,2,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.939,0
1777,2011-11-28,PHL,21,11,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.939,0
1778,2011-11-28,BOS,19,12,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.939,0
1779,2011-11-28,LGA,19,12,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.939,0
1780,2011-11-29,ATL,4,2,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.991,0
1781,2011-11-29,ORD,7,-1,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.991,0
1782,2011-11-29,LAX,23,16,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.991,0
1783,2011-11-29,DFW,16,2,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.991,0
1784,2011-11-29,DEN,13,-3,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.991,0
1785,2011-11-29,JFK,17,11,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.991,0
1786,2011-11-29,SFO,12,8,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.991,0
1787,2011-11-29,CLT,9,3,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.991,0
1788,2011-11-29,LAS,22,8,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.991,0
1789,2011-11-29,PHX,23,10,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.991,0
1790,2011-11-29,IAH,19,3,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.991,0
1791,2011-11-29,MIA,26,17,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.991,0
1792,2011-11-29,MCO,21,11,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.991,0
1793,2011-11-29,EWR,18,11,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.991,0
1794,2011-11-29,SEA,7,2,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.991,0
1795,2011-11-29,MSP,4,-4,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.991,0
1796,2011-11-29,DTW,6,2,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.991,0
1797,2011-11-29,PHL,20,9,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.991,0
1798,2011-11-29,BOS,19,11,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.991,0
1799,2011-11-29,LGA,19,11,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.991,0
1800,2011-11-30,ATL,9,1,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,3.001,0
1801,2011-11-30,ORD,7,-4,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,3.001,0
1802,2011-11-30,LAX,21,7,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,3.001,0
1803,2011-11-30,DFW,15,2,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,3.001,0
1804,2011-11-30,DEN,16,1,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,3.001,0
1805,2011-11-30,JFK,12,7,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,3.001,0
1806,2011-11-30,SFO,18,9,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,3.001,0
1807,2011-11-30,CLT,13,0,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,3.001,0
1808,2011-11-30,LAS,18,7,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,3.001,0
1809,2011-11-30,PHX,24,9,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,3.001,0
1810,2011-11-30,IAH,17,5,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,3.001,0
1811,2011-11-30,MIA,24,13,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,3.001,0
1812,2011-11-30,MCO,18,9,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,3.001,0
1813,2011-11-30,EWR,12,7,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,3.001,0
1814,2011-11-30,SEA,7,3,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,3.001,0
1815,2011-11-30,MSP,5,-4,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,3.001,0
1816,2011-11-30,DTW,5,-1,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,3.001,0
1817,2011-11-30,PHL,10,6,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,3.001,0
1818,2011-11-30,BOS,18,7,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,3.001,0
1819,2011-11-30,LGA,11,6,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,3.001,0
1820,2011-12-01,ATL,16,-2,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.969,0
1821,2011-12-01,ORD,9,-4,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.969,0
1822,2011-12-01,LAX,19,11,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.969,0
1823,2011-12-01,DFW,19,4,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.969,0
1824,2011-12-01,DEN,2,-16,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.969,0
1825,2011-12-01,JFK,11,3,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.969,0
1826,2011-12-01,SFO,17,13,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.969,0
1827,2011-12-01,CLT,14,-2,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.969,0
1828,2011-12-01,LAS,11,6,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.969,0
1829,2011-12-01,PHX,17,9,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.969,0
1830,2011-12-01,IAH,23,5,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.969,0
1831,2011-12-01,MIA,25,13,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.969,0
1832,2011-12-01,MCO,22,7,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.969,0
1833,2011-12-01,EWR,11,3,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.969,0
1834,2011-12-01,SEA,5,-2,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.969,0
1835,2011-12-01,MSP,0,-8,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.969,0
1836,2011-12-01,DTW,6,-3,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.969,0
1837,2011-12-01,PHL,11,3,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.969,0
